Tract_1,CIscore,Shape__Area,Shape__Length
6037602508,15,942780.94140625,3883.89237826696
6037602302,11,2837947.43359375,8302.86054247557
6037600304,13,653509.9765625,3552.19618018749
6037800327,6,8290242.61328125,13965.1882243852
6037702102,6,1281242.11328125,4846.42499498802
6037702002,10,1442877.11328125,4877.70174647988
6037701902,15,2369484.3046875,6255.02492177923
6037554406,14,1601405.8203125,5856.44793034322
6037554405,16,1113496.00390625,4316.89098511222
6037554302,16,1034252.46875,4073.95792967508
6037554301,15,973498.20703125,5227.95167164141
6037536104,16,2878022.94140625,9627.90291551286
6037535002,18,701609.09375,3429.93325597798
6037535001,16,656329.56640625,3260.58604104974
6037533806,15,1798443.56640625,10516.3196970218
6037533805,14,629599.6640625,3884.14130277177
6037533001,16,694799.98828125,4068.42854182569
6037102103,8,1743840.57421875,6011.91626681166
6037295103,9,2987115.09765625,9358.50247478107
6037275602,6,3784444.86328125,10380.5163300877
6037275101,10,511146.90234375,3779.84177637519
6037554204,14,951175.5625,4757.3006820673
6037554203,14,999309.37890625,5070.34187779582
6037554105,15,491670.734375,3713.69872221371
6037554104,14,530707.421875,3082.85517226544
6037553504,15,926610.37890625,5066.18367141825
6037241201,13,707992.21484375,3741.34711356871
6037239801,15,538959.84765625,3659.38969767071
6037234901,17,474429.16796875,2922.59168089883
6037214901,13,455349.71484375,2724.39027484263
6037214503,12,342774.84375,2557.07368798106
6037212501,17,116188.31640625,1402.05038776295
6037212102,17,202552.87890625,1806.45242371662
6037212101,18,271476.12890625,2088.52616310768
6037211922,20,135693.1484375,1531.84019379314
6037211804,15,271664.6953125,2089.37916490455
6037211803,17,203803.94140625,1811.38463358342
6037211202,19,261255.3359375,2048.04963893626
6037265201,8,644013.19921875,4367.15136543061
6037234502,14,795187.890625,4287.86341466688
6037234501,9,1098972.33203125,4688.11582809143
6037219901,18,770677.0625,3709.5325229953
6037214902,15,738497.58203125,3599.35093818621
6037214502,12,372536.8125,2899.17114506462
6037212701,14,685277.96875,3933.63320180819
6037211703,15,268862.11328125,2098.69984792612
6037208301,16,136635.07421875,1907.51681944772
6037207502,19,609307.03125,3369.78000808891
6037207301,18,624737.24609375,4486.08622020407
6037207102,19,607124.9296875,3648.6526049228
6037207101,19,431672.69921875,2840.6894598876
6037402304,19,1020276.71484375,5450.48696446061
6037211121,17,312876.06640625,2795.37566676131
6037189201,15,476245.29296875,2928.19016632908
6037185204,12,1413717.64453125,6326.5779451504
6037185203,16,796331.07421875,4371.11423788478
6037208501,19,354972.84375,2416.64035286833
6037207501,17,195316.109375,1800.65548955854
6037207302,17,370391.3828125,3038.10386244171
6037190801,19,473610.765625,2922.99035069995
6037190402,17,231381.04296875,1924.36954056583
6037190401,18,243184.23828125,1972.66317307187
6037190201,19,330652.70703125,2548.92612174
6037189904,16,233012.67578125,1946.67046690357
6037408631,10,2162094.09375,6097.47163136658
6037402303,16,1377752.0078125,5024.6519092642
6037402002,14,2451949.35546875,6532.39494072651
6037402001,15,2127143.90234375,6822.45180928565
6037400404,6,23643553.421875,25907.1135989516
6037400207,4,7944683.5859375,19198.0509970983
6037531504,18,731111.08984375,3950.55203874666
6037531503,19,1703216.203125,5344.33093135611
6037206031,16,6911371.9609375,13644.682678085
6037186301,13,1699130.47265625,6584.90585096066
6037183104,10,987483.83984375,5975.82054430331
6037311801,14,861647.98046875,4395.24124897846
6037980028,0,25293959.03125,30290.6189922098
6037980026,0,20399084.421875,37900.6318132166
6037408505,9,2904694.3046875,8139.27115888494
6037408504,10,2070536.83984375,6848.10350270951
